location_id,pm2_5,pm10,no2,so2,o3,co,aqi
4432,1.08,1.43,2.31,0.12,37.87,106.14,1
4433,1.78,2.33,3.05,0.63,56.01,113.24,1
4434,1.1,1.73,3.73,0.17,23.38,106.48,1
4435,1.84,2.02,2.74,0.35,58.77,134.68,1
4436,0.67,0.97,2.25,0.59,49.06,108.85,1
4437,3.59,3.7,2.34,0.26,44.07,142.71,1
4438,3.01,3.13,2.42,0.27,49.54,142.08,1
4439,3.59,3.7,2.34,0.26,44.07,142.71,1
4440,0.55,0.72,1.68,0.41,51.17,106.59,1
4441,1.22,1.74,3.75,0.1,29.29,105.65,1
4442,1.18,1.81,3.68,0.68,42.47,112.27,1
4443,1.12,1.8,3.96,0.66,37.63,113.76,1
4444,2.55,2.67,2.73,0.33,56.42,148.03,1
4445,1.27,1.99,5.66,0.19,19.73,112.35,1
4446,1.42,1.57,2.59,0.27,60.87,133.18,2
4447,0.84,1.32,2.85,0.52,34.35,105.9,1
4448,0.79,1.22,2.9,0.66,47.07,111.14,1
4449,1.13,1.49,2.31,0.1,36.54,104.72,1
4450,0.6,0.8,2.08,0.47,49.87,107.78,1
4451,1.13,1.57,2.88,0.1,33.03,103.97,1
4452,3.06,3.22,2.84,0.43,46.35,148.32,1
4453,1.07,1.59,2.92,0.11,29.2,104.2,1
4454,1.3,1.92,4.85,0.11,23.52,107.8,1
4455,8.39,11.28,2.85,0.36,46.43,115.43,1
4456,1.15,1.65,4.04,0.1,27.46,105.0,1
4457,1.3,1.93,5.07,0.11,21.55,108.26,1
4458,0.86,1.35,2.78,0.37,33.1,108.12,1
4459,1.63,2.25,3.11,0.3,45.33,114.48,1
4460,1.17,1.61,3.38,0.18,36.44,108.15,1
4461,2.8,3.1,2.03,0.64,47.06,128.97,1
4462,1.7,2.87,6.73,1.31,50.06,127.62,1
4463,0.54,0.85,1.1,0.05,41.05,95.96,1
4464,1.16,1.49,2.57,0.11,37.47,105.64,1
4465,1.41,1.86,3.09,0.22,39.57,108.75,1
4466,3.85,4.58,4.37,0.9,45.4,120.04,1
4467,3.34,3.8,6.52,0.85,41.42,109.0,1
4468,0.81,1.21,3.0,0.25,24.16,106.19,1
4469,1.17,1.59,3.61,0.08,30.89,104.39,1
4470,1.15,1.58,2.87,0.24,33.72,108.75,1
4471,1.29,1.94,5.29,0.12,19.57,108.71,1
4472,2.28,2.41,5.03,0.23,16.78,124.53,1
4473,1.15,1.65,4.04,0.1,27.46,105.0,1
4474,1.27,2.0,5.72,0.15,18.83,111.18,1
4475,2.27,3.33,8.38,0.58,15.23,120.73,1
4476,2.21,2.33,5.13,0.24,17.22,124.44,1
4477,1.16,1.49,2.57,0.11,37.47,105.64,1
4478,1.16,1.49,2.57,0.11,37.47,105.64,1
4479,1.19,1.76,4.6,0.12,24.6,107.05,1
4480,1.26,1.65,3.82,0.29,30.03,108.15,1
4481,1.1,1.72,3.85,0.54,35.72,113.58,1
4482,1.16,1.54,2.71,0.1,36.14,105.5,1
4483,1.16,1.49,2.57,0.11,37.47,105.64,1
4484,1.14,1.4,2.37,0.11,45.1,106.79,1
4485,1.34,1.84,4.08,0.18,16.29,102.8,1
4486,1.11,1.52,2.69,0.19,29.95,106.17,1
4487,1.2,1.62,3.34,0.21,27.24,106.34,1
4488,1.11,1.76,4.9,0.17,26.01,109.91,1
4489,1.2,1.61,3.27,0.17,36.62,106.99,1
4490,1.17,1.57,3.41,0.14,35.38,106.34,1
4491,1.2,1.61,3.27,0.17,36.62,106.99,1
4492,2.22,3.41,8.25,0.46,11.41,122.98,1
4493,1.3,1.93,5.07,0.11,21.55,108.26,1
4494,1.43,1.86,4.36,0.34,25.17,95.98,1
4495,1.96,2.73,5.98,0.63,19.07,105.67,1
4496,1.22,1.84,4.12,0.31,31.57,114.55,1
4497,3.01,3.92,7.27,1.09,36.94,113.24,1
4498,1.93,2.89,6.84,0.37,13.06,116.17,1
4499,1.22,1.6,3.17,0.29,28.65,99.43,1
4500,1.6,2.89,6.76,0.52,24.3,123.95,1
4501,1.16,1.61,3.73,0.12,31.43,105.67,1
4502,1.31,1.94,4.88,0.3,17.94,95.84,1
4503,1.78,2.59,6.44,0.28,12.69,113.56,1
4504,1.15,1.71,4.43,0.14,27.56,108.17,1
4505,1.2,1.61,3.27,0.17,36.62,106.99,1
4506,1.19,1.6,3.1,0.11,35.74,106.29,1
4507,1.1,1.41,2.85,0.13,39.55,104.79,1
4508,9.15,11.21,8.6,1.04,33.1,161.46,1
4509,0.69,0.92,2.91,0.08,24.66,99.07,1
4510,5.89,7.06,7.47,1.3,51.61,133.51,1
4511,2.88,3.58,3.0,0.06,15.47,104.97,1
4512,3.45,4.19,4.63,0.08,36.06,123.09,1
4513,3.45,4.19,4.63,0.08,36.06,123.09,1
4514,5.09,6.16,6.06,0.25,17.65,114.62,1
4515,1.18,1.79,4.24,0.17,23.73,111.43,1
4516,0.53,0.66,2.27,0.24,44.56,107.81,1
4517,1.94,2.17,1.07,0.23,33.53,120.49,1
4518,2.04,2.61,3.01,0.05,17.86,104.92,1
4519,4.87,5.76,3.06,0.93,75.65,131.44,2
4520,0.82,1.27,3.01,0.28,37.59,109.15,1
4521,1.66,1.73,2.84,0.47,29.07,117.96,1
4522,0.77,0.96,1.94,0.06,28.03,92.39,1
4523,6.65,7.57,5.15,0.75,28.74,112.64,1
4524,2.7,3.19,3.93,1.22,45.35,131.49,1
4525,5.09,6.16,6.06,0.25,17.65,114.62,1
4526,2.63,3.02,2.47,1.06,49.49,121.51,1
4527,4.23,5.5,3.38,0.33,29.56,129.76,1
4528,0.73,1.07,2.77,0.27,39.89,108.72,1
4529,2.9,3.22,1.93,0.68,49.87,127.13,1
4530,2.71,3.21,4.39,0.05,31.57,120.55,1
4531,2.28,2.46,4.16,0.17,28.94,107.27,1
4532,2.61,3.08,4.64,0.03,24.85,123.55,1
4533,0.5,0.5,1.66,0.32,54.17,108.03,1
4534,2.71,3.21,4.39,0.05,31.57,120.55,1
4535,1.67,2.07,0.74,0.39,90.54,117.16,2
4536,1.78,1.87,1.93,0.2,43.26,116.18,1
4537,1.78,1.87,1.93,0.2,43.26,116.18,1
4538,5.28,7.12,8.39,0.73,37.13,183.05,1
4539,2.41,2.95,3.24,0.08,26.52,108.12,1
4540,0.72,0.93,2.21,0.26,43.84,104.72,1
4541,5.3,6.25,3.9,0.18,12.52,100.36,1
4542,0.53,0.69,2.59,0.05,26.08,94.6,1
4543,0.61,0.8,2.27,0.3,45.54,106.32,1
4544,1.08,1.67,5.06,0.33,24.59,113.39,1
4545,4.18,5.25,5.99,0.14,14.76,114.73,1
4546,5.04,5.52,2.45,0.16,21.41,100.61,1
4547,1.15,1.17,0.62,0.1,42.44,110.21,1
4548,1.15,1.17,0.62,0.1,42.44,110.21,1
4549,3.57,5.19,6.49,0.09,7.83,114.23,1
4550,0.66,0.91,2.4,0.31,43.2,106.52,1
4551,0.57,0.6,1.65,0.01,26.9,109.95,1
4552,0.53,0.69,2.59,0.05,26.08,94.6,1
4553,0.66,0.91,2.4,0.31,43.2,106.52,1
4554,0.63,0.86,2.52,0.25,42.21,108.27,1
4555,1.22,2.1,1.51,0.22,53.86,102.57,1
4556,3.94,5.38,7.06,0.13,11.66,115.79,1
4557,1.16,1.51,4.41,0.24,31.45,108.32,1
4558,5.62,6.73,7.28,1.0,31.29,123.52,1
4559,4.78,5.96,5.62,0.2,14.18,110.03,1
4560,1.86,2.06,3.33,0.16,32.39,102.74,1
4561,1.38,1.78,2.46,0.06,34.62,100.71,1
4562,0.7,0.92,2.27,0.28,43.64,105.33,1
4563,0.82,1.27,3.01,0.28,37.59,109.15,1
4564,1.11,1.22,2.24,0.02,24.51,97.0,1
4565,1.11,1.22,2.24,0.02,24.51,97.0,1
4566,0.64,0.77,2.4,0.13,29.66,99.9,1
4567,2.2,3.31,8.59,0.42,11.28,124.13,1
4568,5.89,7.06,7.47,1.3,51.61,133.51,1
4569,5.89,7.06,7.47,1.3,51.61,133.51,1
4570,2.62,3.31,3.71,0.08,36.42,111.83,1
4571,0.56,0.69,2.13,0.3,47.92,106.09,1
4572,0.5,0.61,0.52,0.0,33.6,95.17,1
4573,7.72,9.69,8.88,0.43,34.7,164.44,1
4574,2.71,3.21,4.39,0.05,31.57,120.55,1
4575,0.86,1.3,2.92,0.25,36.27,106.56,1
4576,2.7,3.19,3.93,1.22,45.35,131.49,1
4577,4.87,5.76,3.06,0.93,75.65,131.44,2
4578,0.66,0.91,2.4,0.31,43.2,106.52,1
4579,0.61,0.8,2.75,0.07,25.39,96.82,1
4580,1.15,1.17,0.62,0.1,42.44,110.21,1
4581,1.26,1.64,3.18,0.21,22.67,101.39,1
4582,0.91,1.78,4.81,0.39,44.18,113.34,1
4583,2.63,3.07,4.05,0.59,38.03,106.66,1
4584,2.7,3.19,3.93,1.22,45.35,131.49,1
4585,0.82,1.27,3.01,0.28,37.59,109.15,1
4586,3.85,4.58,4.37,0.9,45.4,120.04,1
4587,3.85,4.58,4.37,0.9,45.4,120.04,1
4588,2.91,3.19,1.36,0.43,48.88,127.58,1
4589,2.21,2.33,5.13,0.24,17.22,124.44,1
4590,0.68,0.92,2.34,0.29,43.43,105.93,1
4591,2.96,4.08,5.88,0.12,14.47,110.83,1
4592,0.5,0.58,0.16,0.0,21.1,98.84,1
4593,2.91,3.19,1.36,0.43,48.88,127.58,1
4594,0.77,0.96,1.94,0.06,28.03,92.39,1
4595,3.96,5.04,5.56,0.14,17.57,118.69,1
4596,0.66,0.91,2.4,0.31,43.2,106.52,1
4597,0.66,1.1,1.82,0.09,29.8,93.8,1
4598,2.94,3.3,1.69,0.65,52.53,125.67,1
4599,1.66,1.73,2.84,0.47,29.07,117.96,1
4600,7.0,8.75,6.93,0.59,26.79,147.25,1
4601,1.24,2.02,5.31,0.15,18.54,109.96,1
4603,1.24,1.65,3.43,0.19,35.05,115.75,1
4604,4.78,5.96,5.62,0.2,14.18,110.03,1
4605,1.18,1.94,5.42,0.16,20.02,110.25,1
4606,0.77,0.78,0.32,0.05,39.76,109.26,1
4607,0.98,1.56,3.35,0.29,44.19,103.37,1
4608,0.5,1.1,1.6,0.04,24.13,92.47,1
4609,0.66,0.72,1.74,0.07,23.54,107.76,1
4610,2.61,3.08,4.64,0.03,24.85,123.55,1
4611,0.61,0.8,2.27,0.3,45.54,106.32,1
4612,5.83,6.8,5.43,0.55,24.15,113.33,1
4613,2.2,3.31,8.59,0.42,11.28,124.13,1
4614,0.86,1.28,2.2,0.27,29.93,104.5,1
4615,0.87,1.27,4.15,0.38,26.87,110.19,1
4616,2.96,4.08,5.88,0.12,14.47,110.83,1
4617,1.11,1.22,2.24,0.02,24.51,97.0,1
4618,0.66,0.91,2.4,0.31,43.2,106.52,1
4619,3.57,5.19,6.49,0.09,7.83,114.23,1
4620,1.82,2.43,3.45,0.5,42.62,114.33,1
4621,4.47,5.76,5.18,0.14,10.71,105.43,1
4622,10.95,13.64,11.48,0.96,26.51,184.2,2
4623,4.06,5.28,7.69,0.13,11.37,132.12,1
4624,3.17,3.69,1.96,0.87,56.8,126.51,1
4625,2.24,2.58,4.9,0.03,25.78,119.93,1
4626,4.47,5.76,5.18,0.14,10.71,105.43,1
4627,4.47,5.76,5.18,0.14,10.71,105.43,1
4628,4.25,5.5,7.65,0.16,14.49,121.05,1
4629,4.25,5.5,7.65,0.16,14.49,121.05,1
4630,1.0,1.49,3.68,0.24,28.89,110.46,1
4631,4.47,5.76,5.18,0.14,10.71,105.43,1
4632,0.66,0.91,2.4,0.31,43.2,106.52,1
4633,0.66,0.91,2.4,0.31,43.2,106.52,1
4634,3.32,5.14,5.9,0.07,6.09,105.41,1
4635,0.53,0.56,0.37,0.01,25.38,98.54,1
4636,0.73,1.07,2.77,0.27,39.89,108.72,1
4637,1.15,1.58,2.87,0.24,33.72,108.75,1
4638,2.63,3.07,3.57,1.09,45.4,129.54,1
4639,0.66,1.1,1.82,0.09,29.8,93.8,1
4640,3.85,4.58,4.37,0.9,45.4,120.04,1
4641,0.66,0.91,2.4,0.31,43.2,106.52,1
4642,0.69,1.26,1.95,0.14,30.07,94.29,1
4643,2.04,2.61,3.01,0.05,17.86,104.92,1
4644,0.54,0.55,1.7,0.01,29.3,111.47,1
4645,2.51,2.96,3.79,0.08,28.27,111.84,1
4646,4.47,5.76,5.18,0.14,10.71,105.43,1
4647,0.64,0.65,1.48,0.05,35.87,111.62,1
4648,0.99,1.63,3.64,0.25,31.72,111.8,1
4649,0.73,1.07,2.77,0.27,39.89,108.72,1
4650,3.68,4.5,4.75,0.11,41.99,121.06,1
4651,2.62,3.31,3.71,0.08,36.42,111.83,1
4652,2.46,2.96,3.51,0.08,27.39,109.98,1
4653,2.46,2.96,3.51,0.08,27.39,109.98,1
4654,4.92,5.88,5.36,0.45,21.31,113.44,1
4655,6.08,7.35,5.1,1.15,66.33,141.49,2
4656,3.97,5.62,6.13,0.41,29.57,158.31,1
4657,0.96,1.14,2.7,0.09,25.02,95.88,1
4658,0.7,0.92,2.27,0.28,43.64,105.33,1
4660,9.95,12.92,11.96,0.4,32.36,199.13,1
4661,9.95,12.92,11.96,0.4,32.36,199.13,1
4662,0.82,1.27,3.01,0.28,37.59,109.15,1
4663,4.78,5.96,5.62,0.2,14.18,110.03,1
4664,1.15,1.71,4.43,0.14,27.56,108.17,1
4665,0.82,1.27,3.01,0.28,37.59,109.15,1
4666,1.0,1.47,3.61,0.09,19.81,101.22,1
4667,1.2,1.27,2.26,0.07,44.9,99.88,1
4668,0.69,0.88,2.28,0.22,39.05,103.1,1
4669,1.16,1.99,5.85,0.24,20.18,114.24,1
4670,1.92,2.61,4.39,0.91,39.28,115.16,1
4671,1.62,2.34,4.8,0.73,36.29,116.74,1
4672,0.63,0.82,1.35,0.06,33.16,95.65,1
4673,1.49,2.88,8.88,2.21,46.33,136.29,1
4674,1.24,1.76,3.36,0.2,42.31,111.37,1
4675,0.73,1.22,2.08,0.27,43.87,100.43,1
4676,1.09,1.37,2.62,0.14,37.34,103.0,1
4677,2.49,5.01,10.71,2.96,45.82,136.88,1
4678,1.82,2.46,3.77,0.62,43.06,114.76,1
4679,1.59,2.23,3.9,0.44,37.19,115.25,1
4680,1.59,2.23,3.9,0.44,37.19,115.25,1
4681,0.94,1.37,2.26,0.23,33.01,106.56,1
4682,0.87,1.29,2.18,0.2,33.6,106.15,1
4683,0.98,1.42,2.28,0.21,34.59,107.59,1
4684,7.04,20.63,3.48,1.12,70.14,101.58,2
4685,2.02,3.33,5.3,0.11,28.15,118.06,1
4686,2.02,3.33,5.3,0.11,28.15,118.06,1
4687,2.02,3.33,5.3,0.11,28.15,118.06,1
4688,1.85,2.52,3.96,0.46,34.34,112.83,1
4689,2.23,3.73,6.42,0.58,42.49,128.66,1
4690,1.44,2.13,4.32,0.28,29.7,112.73,1
4691,1.01,2.0,4.21,0.3,44.39,113.67,1
4692,1.43,2.21,4.32,0.24,24.03,111.99,1
4693,0.97,1.97,4.48,0.25,37.48,111.03,1
4694,0.63,0.82,1.35,0.06,33.16,95.65,1
4695,1.02,1.99,4.14,0.37,50.16,115.23,1
4696,1.29,2.02,5.15,0.36,28.73,115.38,1
4697,1.28,2.02,5.07,0.21,13.48,96.55,1
4698,1.44,2.37,7.04,0.37,29.53,117.35,1
4699,1.84,3.27,6.29,0.23,31.21,121.57,1
4700,0.89,1.46,3.97,0.41,30.05,111.16,1
4701,1.11,1.66,4.29,0.29,36.09,111.64,1
4702,0.86,1.19,1.36,0.09,27.1,100.0,1
4703,3.25,4.88,5.12,1.05,48.65,125.96,1
4704,1.39,2.03,2.88,0.21,46.34,112.91,1
4705,1.69,3.09,4.09,0.18,29.18,111.49,1
4706,0.9,1.43,3.89,0.73,36.78,108.31,1
4707,1.62,2.26,3.54,0.17,42.38,115.39,1
4708,1.62,2.26,3.54,0.17,42.38,115.39,1
4709,1.62,2.26,3.54,0.17,42.38,115.39,1
4710,1.17,1.95,6.31,1.13,33.67,117.77,1
4711,1.46,2.09,3.25,0.19,45.04,114.4,1
4712,1.83,2.47,3.7,0.48,38.47,113.58,1
4713,3.22,5.63,9.31,2.49,47.57,134.72,1
4714,2.03,3.95,7.36,1.63,48.26,127.33,1
4715,2.24,4.39,8.44,2.05,47.31,130.05,1
4716,2.24,4.39,8.44,2.05,47.31,130.05,1
4717,2.03,3.95,7.36,1.63,48.26,127.33,1
4718,2.03,3.95,7.36,1.63,48.26,127.33,1
4719,1.7,2.31,3.48,0.5,46.91,114.98,1
4720,1.7,2.31,3.48,0.5,46.91,114.98,1
4721,1.14,1.89,3.54,0.27,48.0,114.24,1
4722,1.14,1.89,3.54,0.27,48.0,114.24,1
4724,0.95,1.61,4.53,0.33,41.72,112.11,1
4725,1.24,1.69,3.17,0.19,40.79,109.21,1
4726,0.61,0.84,1.44,0.07,34.94,95.97,1
4727,0.71,0.87,0.85,0.04,36.74,98.57,1
4728,0.63,0.82,1.35,0.06,33.16,95.65,1
4729,1.58,2.18,3.46,0.2,41.54,113.7,1
4730,0.83,1.32,3.1,0.47,34.71,107.91,1
4731,1.42,2.19,5.9,1.31,37.79,118.3,1
4732,0.71,0.98,1.57,0.22,38.66,103.69,1
4733,0.71,0.98,1.57,0.22,38.66,103.69,1
4734,1.85,2.51,3.97,0.65,39.93,114.38,1
4735,1.57,2.3,4.08,0.35,46.24,117.65,1
4736,1.22,2.04,6.56,0.65,28.12,118.67,1
4737,1.24,1.65,3.12,0.19,37.85,107.64,1
4739,1.42,2.25,5.32,0.75,38.86,114.01,1
4740,1.49,2.12,4.04,0.35,35.98,114.09,1
4741,1.49,2.12,4.04,0.35,35.98,114.09,1
4742,1.51,2.26,3.86,0.31,43.41,115.78,1
4743,1.06,2.1,4.22,0.18,35.27,113.05,1
4744,2.24,3.6,5.04,0.66,40.81,123.22,1
4745,1.28,1.99,3.06,0.33,45.89,108.89,1
4746,0.77,1.16,2.28,0.29,34.78,104.84,1
4747,0.83,1.17,1.88,0.2,35.71,104.88,1
4748,0.83,1.17,1.88,0.2,35.71,104.88,1
4749,2.03,3.7,6.81,0.14,27.51,123.2,1
4750,7.04,20.63,3.48,1.12,70.14,101.58,2
4751,1.01,1.49,3.74,0.2,38.98,109.51,1
4752,1.13,1.63,3.55,0.2,40.65,110.44,1
4753,1.38,2.17,3.52,0.21,39.38,112.47,1
4754,1.71,2.62,7.15,1.5,38.49,121.29,1
4755,1.66,2.24,3.11,0.36,48.54,116.03,1
4756,1.09,1.73,4.85,0.31,41.84,115.14,1
4757,0.87,1.32,2.48,0.28,33.35,107.14,1
4758,0.87,1.29,2.18,0.2,33.6,106.15,1
4759,0.87,1.32,2.48,0.28,33.35,107.14,1
4760,0.62,0.79,1.24,0.03,32.76,95.08,1
4761,0.91,1.78,4.81,0.39,44.18,113.34,1
4762,0.91,1.78,4.81,0.39,44.18,113.34,1
4763,0.92,1.62,4.57,0.33,41.59,112.1,1
4764,0.91,1.78,4.81,0.39,44.18,113.34,1
4765,0.91,1.78,4.81,0.39,44.18,113.34,1
4766,0.91,1.94,5.05,0.45,46.79,114.58,1
4767,0.94,1.76,4.82,0.38,43.72,113.24,1
4768,0.97,1.73,4.84,0.36,43.26,113.14,1
4769,0.94,1.9,5.12,0.42,45.73,114.37,1
4770,1.14,1.93,6.91,0.77,29.23,119.67,1
4771,1.14,1.93,6.91,0.77,29.23,119.67,1
4772,1.55,2.31,4.39,0.45,31.33,115.25,1
4773,1.5,2.4,6.45,1.16,36.98,117.33,1
4774,1.66,2.25,3.57,0.24,40.25,113.21,1
4775,1.95,3.0,3.98,0.12,28.11,111.87,1
4777,2.07,3.47,5.75,0.66,46.19,125.57,1
4778,2.45,4.13,6.47,0.94,46.72,129.64,1
4779,1.56,2.46,4.21,0.36,42.73,114.75,1
4780,0.76,1.16,2.08,0.19,32.61,104.72,1
4781,1.59,3.07,3.94,0.16,29.4,110.3,1
4782,1.1,1.56,3.64,0.17,35.01,108.66,1
4783,2.27,3.84,7.04,0.62,32.58,125.52,1
4784,2.27,3.84,7.04,0.62,32.58,125.52,1
4785,1.26,2.12,6.23,1.09,34.1,115.12,1
4786,1.6,2.51,6.8,1.33,37.74,119.3,1
4787,1.4,2.0,4.18,0.26,34.78,112.93,1
4788,3.12,5.53,10.59,2.89,47.0,140.12,1
4789,2.68,4.45,6.69,0.95,46.47,132.11,1
4790,2.68,4.45,6.69,0.95,46.47,132.11,1
4791,1.77,2.37,3.29,0.31,41.55,114.07,1
4792,1.41,1.86,3.09,0.22,39.57,108.75,1
4793,1.41,1.86,3.09,0.22,39.57,108.75,1
4794,1.56,2.34,4.74,0.42,39.21,113.92,1
4795,1.56,2.34,4.74,0.42,39.21,113.92,1
4796,1.03,1.72,4.75,0.33,43.01,113.38,1
4797,1.77,2.43,3.74,0.33,34.03,113.24,1
4798,0.96,1.8,4.47,0.36,45.28,113.55,1
4799,9.23,12.21,4.35,0.85,61.97,124.47,2
4800,8.39,11.28,2.85,0.36,46.43,115.43,1
4801,12.27,14.97,2.1,2.33,97.85,120.55,2
4802,8.08,11.39,1.46,0.35,74.25,100.85,2
4803,9.07,12.51,4.02,0.33,59.96,110.02,1
4807,9.72,13.79,3.8,0.41,46.53,125.18,1
4808,12.95,16.57,5.47,1.19,74.97,122.72,2
4809,1.32,1.91,2.17,0.31,58.62,104.36,1
4810,15.22,19.56,6.52,1.37,75.83,127.53,2
4811,1.76,6.12,0.23,0.33,63.61,111.0,2
4812,10.81,15.96,3.62,0.46,55.72,131.43,2
4813,8.4,11.44,2.44,0.23,44.91,112.18,1
4814,11.3,13.6,2.42,1.89,90.83,125.25,2
4815,13.23,16.34,1.79,2.77,104.88,115.84,3
4816,1.12,3.23,0.88,0.2,53.81,113.39,1
4817,9.33,12.03,4.57,1.41,60.55,127.36,2
4818,11.3,13.6,2.42,1.89,90.83,125.25,2
4819,16.53,29.2,1.6,0.6,76.68,114.1,2
4820,9.17,11.24,4.19,0.91,56.55,130.14,1
4823,10.07,14.54,3.83,0.49,51.87,127.66,2
4824,2.02,6.79,0.14,0.42,62.2,111.77,2
4825,11.3,13.6,2.42,1.89,90.83,125.25,2
4826,11.71,21.32,1.25,4.18,111.84,113.5,3
4827,7.74,10.01,2.27,0.42,58.14,101.03,1
4828,11.71,21.32,1.25,4.18,111.84,113.5,3
4829,9.38,12.16,3.21,0.56,57.26,124.31,1
4830,18.03,32.2,0.22,1.17,109.07,112.44,3
4831,8.61,11.43,2.92,0.84,68.16,110.51,2
4832,5.15,7.44,3.5,0.41,53.27,84.88,1
4833,1.22,2.1,1.51,0.22,53.86,102.57,1
4834,17.81,33.03,0.28,1.18,105.21,111.84,3
4835,8.8,10.76,4.42,1.29,61.42,128.91,2
4836,1.21,4.01,0.48,0.26,57.16,112.02,1
4837,1.21,4.01,0.48,0.26,57.16,112.02,1
4838,1.19,3.95,0.41,0.26,57.75,111.96,1
4839,1.21,4.01,0.48,0.26,57.16,112.02,1
4840,8.85,11.65,2.78,0.47,61.2,117.66,2
4841,7.74,10.01,2.27,0.42,58.14,101.03,1
4842,8.15,15.89,0.76,0.85,106.31,105.76,3
4843,10.96,24.34,0.25,0.95,92.27,98.1,2
4844,10.07,14.54,3.83,0.49,51.87,127.66,2
4845,8.51,11.64,2.36,0.2,46.58,111.96,1
4846,18.03,32.2,0.22,1.17,109.07,112.44,3
4847,11.13,25.45,0.36,1.54,93.64,97.13,2
4848,17.81,33.03,0.28,1.18,105.21,111.84,3
4849,8.83,17.65,0.96,0.96,101.45,103.73,3
4850,10.07,14.54,3.83,0.49,51.87,127.66,2
4851,11.3,13.6,2.42,1.89,90.83,125.25,2
4852,6.12,10.77,1.4,0.82,76.5,100.36,2
4853,11.3,13.6,2.42,1.89,90.83,125.25,2
4854,1.27,4.05,0.52,0.25,57.77,111.38,1
4855,11.3,13.6,2.42,1.89,90.83,125.25,2
4856,10.07,14.54,3.83,0.49,51.87,127.66,2
4857,0.58,0.86,0.88,0.06,47.37,97.39,1
4858,1.21,4.01,0.48,0.26,57.16,112.02,1
4859,1.11,1.83,1.97,0.28,52.86,103.62,1
4860,0.58,0.86,0.88,0.06,47.37,97.39,1
4861,1.11,1.83,1.97,0.28,52.86,103.62,1
4862,0.62,1.01,0.96,0.06,44.94,96.48,1
4863,1.22,2.1,1.51,0.22,53.86,102.57,1
4864,0.55,0.82,0.98,0.06,44.62,96.79,1
4865,1.08,1.93,0.88,0.12,53.23,97.7,1
4866,1.22,2.1,1.51,0.22,53.86,102.57,1
4867,0.63,0.99,0.92,0.07,47.29,97.13,1
4868,1.02,1.62,1.81,0.24,51.88,102.78,1
4869,1.05,1.72,1.57,0.21,52.22,102.03,1
4870,1.02,1.62,1.81,0.24,51.88,102.78,1
4871,1.02,1.62,1.81,0.24,51.88,102.78,1
4872,0.69,1.02,1.11,0.11,48.6,98.87,1
4873,1.02,1.62,1.81,0.24,51.88,102.78,1
4875,1.54,2.29,1.7,0.29,62.16,101.94,2
4876,1.02,1.62,1.81,0.24,51.88,102.78,1
4877,0.52,0.77,1.15,0.04,42.2,96.87,1
4878,1.02,1.62,1.81,0.24,51.88,102.78,1
4879,1.08,1.82,1.32,0.18,52.55,101.29,1
4880,1.08,1.82,1.32,0.18,52.55,101.29,1
4881,0.73,1.15,0.91,0.08,49.06,97.89,1
4882,0.59,0.9,0.89,0.07,47.47,97.36,1
4883,1.24,2.17,1.32,0.2,54.26,101.16,1
4884,0.8,1.25,0.96,0.1,49.96,98.74,1
4885,0.8,1.34,0.88,0.09,49.86,97.54,1
4886,1.08,1.82,1.32,0.18,52.55,101.29,1
4887,0.75,1.12,1.17,0.13,49.27,99.39,1
4888,1.63,2.47,1.43,0.28,63.88,100.54,2
4889,0.57,0.86,0.99,0.07,45.77,97.18,1
4890,1.11,1.83,1.97,0.28,52.86,103.62,1
4891,0.63,0.95,1.09,0.1,47.56,98.37,1
4892,1.54,2.29,1.7,0.29,62.16,101.94,2
4893,1.17,1.97,1.74,0.25,53.36,103.1,1
4894,0.77,1.12,1.41,0.16,49.23,100.48,1
4895,0.56,0.86,1.04,0.07,44.98,97.07,1
4896,0.95,1.59,1.05,0.13,51.35,99.14,1
4897,1.08,1.82,1.32,0.18,52.55,101.29,1
4898,0.75,1.12,1.17,0.13,49.27,99.39,1
4899,1.32,1.91,2.17,0.31,58.62,104.36,1
4900,1.56,2.18,1.31,0.26,62.76,100.57,2
4901,1.46,2.07,1.57,0.28,61.36,101.7,2
4902,1.27,1.93,2.02,0.29,56.87,103.94,1
4903,1.32,1.91,2.17,0.31,58.62,104.36,1
4904,1.24,2.17,1.32,0.2,54.26,101.16,1
4905,1.22,2.1,1.51,0.22,53.86,102.57,1
4906,1.08,1.82,1.32,0.18,52.55,101.29,1
4907,1.22,2.1,1.51,0.22,53.86,102.57,1
4908,1.24,2.17,1.32,0.2,54.26,101.16,1
4909,1.25,2.24,1.14,0.18,54.66,99.75,1
4910,1.11,2.0,0.92,0.13,53.31,97.87,1
4911,1.1,1.94,1.05,0.15,53.06,99.01,1
4912,1.1,1.94,1.05,0.15,53.06,99.01,1
4913,1.1,1.94,1.05,0.15,53.06,99.01,1
4914,1.51,2.31,1.98,0.32,60.58,103.07,2
4915,0.6,0.89,0.84,0.06,48.03,97.46,1
4916,1.27,1.93,2.02,0.29,56.87,103.94,1
4917,1.32,1.91,2.17,0.31,58.62,104.36,1
4918,1.32,1.91,2.17,0.31,58.62,104.36,1
4919,1.32,1.91,2.17,0.31,58.62,104.36,1
4920,1.22,2.1,1.51,0.22,53.86,102.57,1
4921,1.32,1.91,2.17,0.31,58.62,104.36,1
4922,0.57,0.86,0.94,0.06,46.57,97.28,1
4923,1.54,2.29,1.7,0.29,62.16,101.94,2
