location_id,pm2_5,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed,latitude,longitude,pollution_source
5251,14.04,17.05,0.87,0.4,131.56,102.17,3,18.41,37,0.63,36.138378,-118.617132,unknown
5252,1.21,2.84,0.35,0.11,50.45,66.3,1,21.01,59,3.7,-23.61632008,-46.66346553,natural
5253,4.46,22.52,0.65,0.53,74.69,97.55,2,23.45,75,6.61,28.46217299989764,-16.261894999697432,natural
5254,1.75,2.3,0.97,0.23,34.94,73.94,1,22.71,44,4.49,-23.36075154,-47.87079907,natural
5255,1.21,2.84,0.35,0.11,50.45,66.3,1,20.68,62,3.28,-23.77626598,-46.69696108,natural
5256,2.79,3.67,1.53,0.31,46.44,95.38,1,27.22,35,3.6,-22.70122234,-47.64965269,natural
5257,3.37,4.78,2.05,0.47,41.47,104.9,1,24.57,43,3.68,-22.94672842,-47.11928086,unknown
5258,1.23,2.81,0.44,0.15,50.52,67.29,1,20.73,56,2.83,-23.58001483,-46.46665141,natural
5259,6.87,8.57,3.23,0.75,73.21,157.54,2,27.53,30,4.0,-21.78252215,-48.18583181,unknown
5260,3.05,4.88,2.08,0.5,40.52,101.1,1,22.73,50,3.67,-23.19200374,-46.89709727,unknown
5261,17.21,19.49,3.5,1.42,112.64,202.92,3,29.55,25,4.33,-21.14194276,-48.98307527,industrial
5262,1.21,2.84,0.35,0.11,50.45,66.3,1,20.88,69,3.83,-23.60932386,-46.75829437,natural
5263,3.77,5.14,2.08,0.51,47.32,109.13,1,26.19,38,2.86,-22.7242527,-47.33954929,unknown
5264,15.52,16.85,3.74,0.65,94.1,195.11,2,31.04,25,4.21,-21.1868411,-50.43931685,agricultural
5265,3.37,4.78,2.05,0.47,41.47,104.9,1,24.17,42,3.18,-22.87461894,-47.05897276,unknown
5266,3.79,4.29,1.34,0.2,58.25,111.38,1,25.5,33,3.83,-22.3266084,-49.09275931,natural
5267,3.37,4.78,2.05,0.47,41.47,104.9,1,23.95,43,3.48,-22.9025248,-47.05721074,unknown
5268,1.21,2.84,0.35,0.11,50.45,66.3,1,20.71,63,3.82,-23.66835615,-46.78004338,natural
5269,1.58,2.95,0.76,0.15,43.13,69.85,1,21.12,61,3.73,-23.53139503,-46.83577973,natural
5270,1.38,2.86,0.48,0.13,46.98,67.97,1,20.9,55,3.65,-23.55354256,-46.67270477,natural
5271,1.02,3.06,0.21,0.1,55.12,64.45,1,24.07,62,3.44,-23.87902673,-46.41848336,natural
5272,0.99,3.29,0.19,0.11,56.33,64.26,1,23.38,62,3.55,-23.84941617,-46.38867624,natural
5273,0.99,3.29,0.19,0.11,56.33,64.26,1,23.38,62,3.55,-23.83158901,-46.36956879,natural
5274,1.08,3.23,0.76,0.4,61.08,69.44,2,25.82,35,1.22,-22.80191714,-45.19112236,natural
5275,1.23,2.81,0.44,0.15,50.52,67.29,1,21.61,53,3.0,-23.45553426,-46.5185334,natural
5276,1.23,2.81,0.44,0.15,50.52,67.29,1,21.49,53,2.54,-23.44011701,-46.40994877,natural
5277,1.38,2.86,0.48,0.13,46.98,67.97,1,21.01,59,3.7,-23.59184199,-46.6606875,natural
5278,1.21,2.84,0.35,0.11,50.45,66.3,1,20.94,62,3.6,-23.68050765,-46.67504316,natural
5279,1.23,2.81,0.44,0.15,50.52,67.29,1,21.23,54,2.46,-23.50154736,-46.42073684,natural
5280,2.46,2.89,1.4,0.17,49.21,100.79,1,27.1,31,3.52,-22.29861966,-48.5674574,natural
5281,3.87,5.4,2.31,0.55,49.65,114.74,1,27.26,35,3.01,-22.563603780000005,-47.41431402999999,unknown
5282,1.38,2.86,0.48,0.13,46.98,67.97,1,21.03,54,3.57,-23.54484566,-46.62767559,natural
5283,4.42,7.01,3.38,1.1,45.49,122.57,1,25.65,39,2.9,-22.772321380000005,-47.15484287,unknown
5284,1.38,2.86,0.48,0.13,46.98,67.97,1,21.11,57,3.68,-23.51870583,-46.74332004,natural
5285,8.04,8.79,2.5,0.41,78.04,152.66,2,28.63,29,4.04,-22.19980949,-49.95996975,unknown
5286,1.12,2.94,0.33,0.12,52.82,65.87,1,20.72,60,2.97,-23.668549,-46.46600027,natural
5287,0.94,2.71,0.37,0.19,57.57,65.94,1,21.02,52,2.03,-23.51817223,-46.18686057,natural
5288,1.38,2.86,0.48,0.13,46.98,67.97,1,21.23,54,3.46,-23.54973405,-46.60041665,natural
5289,1.38,2.86,0.48,0.13,46.98,67.97,1,21.13,54,3.58,-23.48009871,-46.69205192,natural
5290,1.38,2.86,0.48,0.13,46.98,67.97,1,21.19,56,3.52,-23.4562689,-46.76609776,natural
5291,11.19,12.66,3.74,0.75,84.6,193.51,2,30.56,27,4.78,-22.11993673,-51.40877707,agricultural
5292,19.09,22.25,6.72,2.2,104.04,265.65,3,27.96,31,2.5,-21.17706594,-47.81898767,vehicular
5293,1.12,2.94,0.33,0.12,52.82,65.87,1,20.55,59,2.89,-23.6398037,-46.49163676999999,natural
5294,1.12,2.94,0.33,0.12,52.82,65.87,1,20.72,61,3.16,-23.6569942,-46.53091876,natural
5295,1.12,2.94,0.33,0.12,52.82,65.87,1,20.63,62,3.16,-23.69867109,-46.54623219,natural
5296,1.12,2.94,0.33,0.12,52.82,65.87,1,20.62,61,3.29,-23.67135396,-46.58466789,natural
5297,1.89,6.15,2.84,1.0,49.73,93.41,1,23.41,44,1.98,-23.18788733,-45.87119762,unknown
5298,1.37,4.95,1.57,0.59,51.74,78.62,1,23.08,44,2.09,-23.22364548,-45.8908,natural
5299,1.19,2.64,0.52,0.17,45.36,67.04,1,21.04,50,3.52,-23.50599272,-46.6289603,natural
5300,0.99,3.55,0.23,0.13,55.95,64.57,1,22.16,76,3.39,-23.98129516,-46.30050959,natural
5301,1.08,2.77,0.38,0.13,49.41,65.68,1,21.04,62,3.76,-23.65497723,-46.70999838,natural
5302,0.99,3.55,0.23,0.13,55.95,64.57,1,23.01,58,3.47,-23.9630572,-46.32117009,natural
5303,1.71,2.68,1.13,0.19,30.72,70.42,1,23.12,47,3.6,-23.50242658,-47.47902991,natural
5304,1.05,3.0,0.38,0.16,51.94,65.77,1,20.8,58,3.17,-23.61844277,-46.55635394,natural
5305,17.1,18.85,4.1,1.1,97.51,205.73,2,30.07,25,3.81,-20.78468928,-49.39827779,vehicular
5306,14.04,17.05,0.87,0.4,131.56,102.17,3,18.41,37,0.63,36.138335,-118.617024,unknown
5307,0.87,1.73,0.46,0.03,58.68,75.48,1,11.1,56,2.52,-45.40680023471,-72.696259617805,natural
5308,14.04,17.05,0.87,0.4,131.56,102.17,3,18.41,37,0.63,36.13825,-118.617132,unknown
5309,3.39,3.79,1.83,0.17,55.77,121.63,1,26.47,77,3.04,32.538364,-86.232347,natural
5310,14.04,17.05,0.87,0.4,131.56,102.17,3,18.41,37,0.63,36.138389,-118.617153,unknown
5311,14.04,17.05,0.87,0.4,131.56,102.17,3,18.41,37,0.63,36.138411,-118.61711,unknown
5312,14.04,17.05,0.87,0.4,131.56,102.17,3,18.41,37,0.63,36.138293,-118.617218,unknown
5317,3.38,8.34,0.41,0.64,79.38,79.14,2,20.98,59,0.96,38.335032,-122.257941,natural
5318,3.38,8.34,0.41,0.64,79.38,79.14,2,20.98,59,0.96,38.335,-122.258027,natural
5319,3.16,8.29,0.43,0.59,72.72,77.03,2,20.45,52,0.5,38.438351,-122.671065,natural
5320,3.16,8.29,0.43,0.59,72.72,77.03,2,19.91,52,0.47,38.473574,-122.700741,natural
5321,3.16,8.29,0.43,0.59,72.72,77.03,2,19.28,51,0.51,38.481857,-122.670722,natural
5324,3.16,8.29,0.43,0.59,72.72,77.03,2,20.45,52,0.5,38.438319,-122.671022,natural
5325,15.17,16.38,0.82,0.32,127.58,108.58,3,13.74,40,0.97,37.956787,-119.120936,burning
5326,3.16,8.29,0.43,0.59,72.72,77.03,2,20.45,52,0.5,38.438362,-122.671344,natural
5327,5.82,10.91,4.78,0.21,55.22,116.48,1,22.42,55,0.29,35.481861,-82.509861,unknown
5328,9.85,11.59,2.78,0.78,76.55,119.77,2,23.41,54,2.32,36.489943,-79.058523,agricultural
5329,6.03,8.93,3.86,0.35,58.9,114.16,1,20.55,54,1.85,35.6967,-83.6089,unknown
5330,3.16,8.29,0.43,0.59,72.72,77.03,2,19.28,51,0.51,38.4818405,-122.670711,natural
5331,1.94,3.87,0.68,0.09,70.15,91.96,2,25.91,58,2.64,31.7122,-106.3953,natural
5333,13.58,19.52,3.96,2.14,62.25,128.02,2,29.76,68,1.47,41.101315,29.024493,vehicular
5334,3.38,8.34,0.41,0.64,79.38,79.14,2,20.98,59,0.96,38.335022,-122.257984,natural
5337,5.84,16.2,0.98,1.05,61.43,102.95,2,20.3,82,8.53,48.1087559994665,-1.665861,unknown
5343,0.5,0.5,1.06,0.02,26.87,123.41,1,6.62,80,0.43,49.01938888888889,104.04527777777776,natural
5344,0.5,0.5,1.06,0.02,26.87,123.41,1,6.26,80,0.4,49.01705555555556,104.02813888888888,natural
5345,3.16,8.29,0.43,0.59,72.72,77.03,2,19.91,52,0.47,38.473585,-122.7007845,natural
5346,3.16,8.29,0.43,0.59,72.72,77.03,2,20.45,52,0.5,38.438383,-122.670937,natural
5347,3.67,4.87,6.03,1.58,87.92,130.0,2,20.37,49,3.7,41.764836,-72.668228,industrial
5349,16.34,20.68,3.88,1.6,71.93,133.43,2,28.94,56,2.36,41.193515,32.627684,vehicular
5352,1.96,4.11,2.11,0.12,44.99,101.68,1,26.0,45,6.96,43.4282193232058,3.6035558296341,unknown
5356,16.34,20.68,3.88,1.6,71.93,133.43,2,28.94,56,2.36,41.193515,32.657684,vehicular
5361,7.3,22.24,0.45,0.77,83.58,76.39,2,25.64,57,2.18,34.390039,-119.506509,unknown
5362,0.83,1.14,0.26,0.04,50.23,104.03,1,17.05,72,1.76,66.31237,14.15113,natural
5363,3.17,3.47,4.47,0.21,39.96,145.02,1,27.94,75,1.53,30.308534,-81.705557,unknown
5365,33.7,38.22,9.4,33.22,67.74,172.94,3,29.75,70,1.21,25.105417,121.515389,vehicular
5368,6.23,10.84,1.96,1.12,106.29,95.77,3,21.56,54,2.56,37.8027,-121.2208,unknown
5369,1.76,7.67,0.39,0.53,76.54,97.0,2,24.6,53,7.45,42.240389,11.766344,natural
5370,7.3,22.24,0.45,0.77,83.58,76.39,2,25.64,57,2.18,34.39019,-119.506488,unknown
5371,1.8,3.25,0.54,0.09,68.6,90.81,2,25.93,58,2.66,31.735556,-106.459722,natural
5373,2.67,8.46,0.81,0.69,73.51,115.07,2,17.94,63,0.27,60.39213,5.32805,natural
5374,1.69,6.61,0.84,0.5,26.07,107.05,1,30.02,68,3.7,14.6660999997358,-61.1518,natural
5375,3.76,4.76,2.94,1.05,89.36,122.04,2,19.58,53,4.23,41.825556,-71.405278,unknown
5376,1.45,1.79,3.07,0.32,29.91,96.96,1,19.7,65,2.6,47.4781951524703,8.36436632403517,unknown
5377,1.56,2.09,0.95,0.27,67.41,100.51,2,21.56,59,6.4,50.9959079994751,2.365994,natural
5378,3.87,4.12,1.46,0.38,62.24,161.6,2,17.41,78,0.58,59.33635627,18.07062632,natural
5379,13.58,19.52,3.96,2.14,62.25,128.02,2,28.69,58,1.67,41.013611,29.162222,vehicular
5380,0.5,0.5,0.31,0.01,31.17,112.75,1,7.65,85,2.75,47.91786111111111,106.84806111111112,natural
5382,6.55,9.61,4.1,0.45,59.82,116.38,1,24.24,55,2.06,35.63346,-83.94158,unknown
5383,1.94,2.64,0.86,0.14,85.85,83.55,2,17.54,59,3.68,42.846297,-106.27767,natural
5384,12.06,16.26,2.84,2.07,75.13,115.26,2,28.76,57,1.41,40.788729,29.537187,industrial
5388,4.9,7.24,5.87,1.39,87.24,107.34,2,22.83,49,1.33,39.07573,-121.634016,unknown
5389,4.9,7.24,5.87,1.39,87.24,107.34,2,22.83,49,1.33,39.075859,-121.634145,unknown
5390,10.07,20.52,1.18,1.15,100.3,106.96,3,29.97,40,4.16,38.469167,27.221389,agricultural
5392,4.9,7.24,5.87,1.39,87.24,107.34,2,22.83,49,1.33,39.075741,-121.634123,unknown
5395,8.0,15.4,0.68,0.79,104.37,105.0,3,27.43,40,2.17,37.34134476241637,28.13432396835796,unknown
5404,26.99,30.89,13.5,0.84,9.9,606.92,3,30.02,69,4.09,28.639645,77.146263,vehicular
5408,4.46,6.41,5.06,3.36,17.29,120.68,1,29.36,69,1.74,16.5150833,80.5181667,industrial
5443,4.85,6.02,4.96,1.61,20.83,149.04,1,24.46,91,1.69,23.182719,75.768218,industrial
5451,15.6,22.9,3.62,0.32,57.7,130.35,2,25.14,78,0.69,41.510601,31.896509,agricultural
5452,2.29,2.44,0.59,0.1,77.61,77.34,2,8.79,71,1.77,39.2403,-105.9831,natural
5456,0.77,1.32,0.29,0.33,62.37,66.7,2,10.22,74,3.86,-41.419,147.124,natural
5459,1.65,5.88,0.01,0.06,72.38,71.29,2,9.74,81,3.07,-42.855,147.315,natural
5460,1.67,5.95,0.01,0.06,71.97,71.13,2,8.64,80,3.81,-42.861,147.404,natural
5461,1.52,5.11,0.01,0.06,72.84,71.93,2,9.35,86,3.12,-42.776,147.054,natural
5462,1.76,6.64,0.01,0.07,72.89,70.92,2,9.16,89,4.21,-43.17,146.925,natural
5463,1.59,5.6,0.01,0.06,72.82,71.71,2,8.84,87,4.24,-42.684,146.936,natural
5464,1.75,6.5,0.01,0.07,72.74,70.96,2,8.74,86,4.23,-43.159,147.072,natural
5465,1.76,6.64,0.01,0.07,72.89,70.92,2,7.39,89,2.91,-43.01,146.94,natural
5466,1.49,4.74,0.06,0.07,68.9,70.26,2,10.6,78,7.17,-42.509,147.913,natural
5467,1.86,6.85,0.01,0.06,71.34,70.85,2,9.22,85,4.49,-42.819,147.817,natural
5468,1.65,5.88,0.01,0.06,72.38,71.29,2,9.77,82,2.97,-42.842,147.271,natural
5469,1.75,6.5,0.01,0.07,72.74,70.96,2,9.18,87,2.57,-43.03,147.05,natural
5470,1.17,3.05,0.04,0.06,67.45,69.9,2,6.9,90,5.45,-42.3,147.372,natural
5471,0.54,0.91,0.18,0.18,66.35,66.28,2,7.67,82,2.34,-41.15,147.8,natural
5472,0.87,1.59,0.16,0.15,64.36,68.48,2,8.71,80,3.22,-41.928,147.491,natural
5473,0.6,1.02,0.22,0.16,69.42,69.15,2,9.95,79,3.33,-41.32,148.25,natural
5474,0.74,1.28,0.26,0.21,66.03,68.58,2,8.95,80,4.17,-41.638,147.967,natural
5475,0.78,1.58,0.14,0.22,65.08,67.88,2,9.89,76,2.93,-41.303,146.951,natural
5476,0.65,1.15,0.22,0.27,64.17,66.61,2,8.78,78,3.3,-41.25,147.217,natural
5477,0.72,1.48,0.09,0.19,65.89,67.66,2,10.58,79,7.06,-41.111,146.836,natural
5478,0.56,0.98,0.15,0.21,64.79,65.39,2,8.73,79,3.45,-41.162,147.515,natural
5479,0.77,1.32,0.29,0.33,62.37,66.7,2,10.23,75,3.92,-41.465,147.148,natural
5480,1.01,2.57,0.03,0.09,68.66,70.28,2,10.2,84,5.83,-41.185,146.345,natural
5481,0.77,1.32,0.29,0.33,62.37,66.7,2,8.92,80,3.29,-41.595,147.122,natural
5482,1.18,3.54,0.03,0.07,71.9,71.99,2,8.58,85,5.18,-41.108,145.883,natural
5483,0.84,1.68,0.2,0.25,64.23,68.08,2,8.46,83,3.5,-41.53,146.835,natural
5484,0.77,1.32,0.29,0.33,62.37,66.7,2,8.58,76,4.01,-41.503,147.067,natural
5485,0.91,2.05,0.11,0.16,66.13,69.47,2,7.83,85,3.0,-41.523,146.658,natural
5486,1.04,2.95,0.02,0.06,69.68,71.53,2,8.18,85,2.4,-41.43,146.338,natural
5487,1.23,3.57,0.03,0.07,71.89,72.26,2,10.13,85,5.86,-40.992,145.718,natural
5488,1.43,4.64,0.01,0.07,72.5,73.6,2,10.34,85,6.1,-40.85,145.133,natural
5489,0.91,2.01,0.14,0.18,65.45,68.74,2,8.09,87,2.32,-41.7866,146.988,natural
5490,0.77,1.32,0.29,0.33,62.37,66.7,2,8.71,79,3.6,-41.578,147.172,natural
5491,1.09,3.06,0.03,0.08,70.27,71.14,2,10.01,84,5.94,-41.159,146.146,natural
5503,3.11,11.18,0.18,0.48,90.99,115.45,2,26.68,72,6.74,35.8958358794896,14.48998642,natural
5504,3.85,3.88,1.5,0.06,64.94,130.87,2,21.6,69,3.79,40.984969,-96.671425,natural
5505,16.93,17.79,7.88,0.87,6.4,406.06,2,27.63,77,2.25,24.5908256,80.8574279,vehicular
5507,3.11,11.18,0.18,0.48,90.99,115.45,2,26.99,71,6.51,35.852266000333806,14.53894100005886,natural
5509,24.85,28.35,13.72,0.94,10.39,611.86,2,30.05,70,3.84,28.647622,77.315809,vehicular
5515,1.17,1.62,0.28,0.66,63.59,72.87,2,8.56,57,3.17,-27.4065,153.1527,natural
5516,9.2,49.47,0.05,0.03,63.1,67.46,2,11.94,32,7.24,-20.7264,139.4977,unknown
5517,13.87,53.54,0.07,0.17,59.85,69.82,3,16.39,36,3.14,-19.2526,146.8272,unknown
5518,1.25,1.62,0.3,0.55,64.25,74.69,2,8.34,66,1.38,-27.752799999999997,152.6509,natural
5520,1.51,2.61,0.2,0.43,61.71,74.51,2,8.97,38,1.69,-23.7744,151.1055,natural
5521,1.17,1.58,0.28,0.59,63.56,73.34,2,8.55,58,1.95,-27.5358,152.9934,natural
5522,1.17,1.62,0.28,0.66,63.59,72.87,2,8.37,57,2.14,-27.4774,153.0281,natural
5523,1.17,1.62,0.28,0.66,63.59,72.87,2,8.47,57,2.97,-27.4296,153.1581,natural
5524,1.54,2.42,0.18,0.37,61.04,75.22,2,9.88,37,3.72,-23.9408,151.3507,natural
5525,2.25,2.72,0.29,0.14,59.19,89.55,1,5.48,70,3.16,-27.3713,151.5934,natural
5526,13.87,53.54,0.07,0.17,59.85,69.82,3,14.86,34,2.72,-19.3463,146.8341,unknown
5527,1.66,5.56,0.1,0.14,61.81,71.93,2,7.48,45,7.07,-21.1595,149.1549,natural
5528,1.45,2.5,0.16,0.31,61.16,74.57,2,9.79,38,1.92,-23.8199,151.1538,natural
5529,1.28,1.76,0.3,0.7,65.75,74.85,2,7.99,60,2.06,-27.6125,153.1359,natural
5530,1.25,1.62,0.3,0.55,64.25,74.69,2,8.71,65,1.27,-27.6528,152.7741,natural
5531,1.54,2.42,0.18,0.37,61.04,75.22,2,9.72,36,3.09,-23.8626,151.2705,natural
5532,1.51,2.61,0.2,0.43,61.71,74.51,2,9.8,39,2.23,-23.7937,151.1601,natural
5533,1.17,1.62,0.28,0.66,63.59,72.87,2,8.47,57,2.97,-27.4296,153.1495,natural
5534,1.54,2.42,0.18,0.37,61.04,75.22,2,11.61,40,3.52,-23.8443,151.2517,natural
5535,1.17,1.62,0.28,0.66,63.59,72.87,2,8.29,57,2.47,-27.4654,153.0872,natural
5536,1.76,7.05,0.09,0.13,62.63,72.32,2,10.22,36,5.01,-21.9995,148.0713,natural
5537,1.54,2.42,0.18,0.37,61.04,75.22,2,11.61,40,3.52,-23.8351,151.2539,natural
5538,0.98,1.49,0.3,0.57,62.49,72.28,2,7.99,60,4.64,-26.6917,153.1038,natural
5539,1.17,1.62,0.28,0.66,63.59,72.87,2,8.37,57,2.14,-27.4848,153.0321,natural
5540,26.99,30.89,13.5,0.84,9.9,606.92,3,30.05,68,4.04,28.6670856,77.1301247,vehicular
5541,24.85,28.35,13.72,0.94,10.39,611.86,2,30.12,69,3.96,28.7256504,77.2011573,vehicular
5542,42.89,45.17,13.55,4.14,2.34,805.33,3,26.64,85,2.78,31.321907,75.578914,vehicular
5544,45.67,51.07,21.78,3.24,2.28,829.26,3,25.82,91,3.09,30.349388,76.366642,vehicular
5545,0.53,0.71,0.32,0.11,19.13,88.84,1,27.96,74,1.65,13.729852,100.536501,natural
5546,32.96,37.41,8.77,1.76,0.9,424.16,3,28.39,77,3.95,23.707909,86.41467,vehicular
5547,4.26,6.64,3.72,0.91,14.8,139.35,1,22.17,83,5.96,12.9352049,77.6814488,industrial
5548,5.08,7.94,3.96,1.01,13.03,149.21,1,21.86,84,5.75,12.9135218,77.5950804,industrial
5549,8.37,16.8,0.94,0.93,100.76,102.66,3,28.6,44,4.82,38.395833,27.082778,unknown
5551,47.77,49.93,10.99,2.61,0.21,880.43,3,26.35,93,2.58,31.62,74.876512,vehicular
5552,29.58,34.47,15.11,0.86,7.07,619.76,3,29.47,75,2.29,28.870083,76.6205,vehicular
5556,16.34,20.68,3.88,1.6,71.93,133.43,2,28.94,56,2.36,41.197475,32.623379,vehicular
5557,3.17,3.47,4.47,0.21,39.96,145.02,1,27.99,74,1.39,30.309197,-81.652588,unknown
5558,7.37,10.11,7.59,2.69,17.05,184.13,1,27.67,73,3.36,12.909916100000002,80.1076538,industrial
5559,16.72,17.82,3.73,0.72,6.74,264.83,2,29.04,73,2.73,24.7955,84.9994,agricultural
5563,16.34,20.68,3.88,1.6,71.93,133.43,2,28.94,56,2.36,41.1966352863621,32.621708242253,vehicular
5565,5.25,6.06,3.63,0.66,14.95,187.89,1,26.34,89,2.48,19.9775302,79.2337086,unknown
5566,17.37,18.62,4.19,0.51,6.31,302.54,2,27.75,81,2.09,20.9360711,85.1707021,vehicular
5569,42.27,45.68,15.51,4.63,4.34,769.98,3,25.9,92,3.06,30.9028,75.8086,vehicular
5570,28.27,32.58,14.39,0.92,7.6,608.58,3,29.65,72,3.97,28.474261,77.131606,vehicular
5571,1.99,2.22,1.11,0.75,74.64,78.09,2,14.61,66,2.58,41.302831,-105.58599999999998,natural
5574,5.08,7.94,3.96,1.01,13.03,149.21,1,22.08,84,5.58,12.9756843,77.5660749,industrial
5575,9.49,11.61,4.48,1.29,68.3,134.09,2,26.6,33,0.12,39.806246,35.181629,unknown
5576,22.3,28.19,15.26,0.94,15.82,491.28,2,29.07,76,1.89,27.554793,76.611536,vehicular
5577,2.96,11.3,0.2,0.51,91.68,114.34,2,26.05,76,7.5,36.067050000123075,14.197073999690769,natural
5581,26.99,30.89,13.5,0.84,9.9,606.92,3,29.95,69,4.01,28.610304,77.0996943,vehicular
5585,11.04,13.11,10.41,4.97,9.5,255.16,2,25.01,88,1.33,24.5886166,73.6321397,vehicular
5586,26.44,30.34,14.25,0.97,7.66,612.68,3,29.94,70,4.11,28.5504249,77.2159377,vehicular
5587,7.7,16.8,3.63,0.25,26.06,180.5,1,31.17,64,2.42,26.268249,73.0193853,unknown
5588,32.06,37.64,16.99,1.16,3.8,609.48,3,29.34,76,3.04,28.194909,76.862296,vehicular
5590,13.83,15.35,7.89,1.7,11.87,303.61,2,29.36,71,3.21,25.3505986,82.9083074,vehicular
5592,9.24,13.34,4.99,5.25,21.93,129.73,1,23.05,93,3.93,20.0073285,73.7762427,industrial
5593,10.0,21.63,0.1,0.29,32.71,82.12,2,27.03,82,3.65,19.192056,72.9585188,agricultural
5594,38.93,42.75,15.76,5.19,3.23,517.0,3,30.65,62,2.78,26.1209,85.3647,vehicular
5595,1.39,1.67,2.9,0.28,41.15,92.98,1,20.7,63,1.81,46.9763828250552,7.47871728542173,unknown
5596,4.46,6.41,5.06,3.36,17.29,120.68,1,29.36,69,1.74,16.5150833,80.5181667,industrial
5598,26.44,30.34,14.25,0.97,7.66,612.68,3,30.04,71,3.92,28.5447608,77.3231257,vehicular
5599,1.68,3.19,4.57,3.15,17.32,115.55,1,24.48,84,3.45,17.540891,78.358528,industrial
5601,28.95,32.92,16.18,3.92,7.31,620.78,3,27.07,84,3.06,28.825341,78.7213009,vehicular
5602,26.38,30.7,6.69,3.49,4.89,379.2,3,28.25,78,2.79,23.685297,86.945968,vehicular
5603,4.63,5.86,3.38,1.67,22.74,128.58,1,23.23,92,2.63,22.624758,75.675238,industrial
5604,20.3,21.72,14.8,1.48,7.87,489.68,2,28.04,87,3.71,26.871428,80.957145,vehicular
5607,1.82,2.59,2.19,0.68,18.36,102.22,1,22.23,85,5.35,13.0270199,77.494094,unknown
5608,8.07,8.99,4.22,0.53,12.58,284.48,1,27.07,76,1.56,21.8004996,83.8396977,unknown
5609,6.28,7.75,3.75,2.06,30.1,171.55,1,27.59,76,2.54,16.9872867,81.7363176,industrial
5610,26.99,30.89,13.5,0.84,9.9,606.92,3,30.02,69,4.09,28.6573814,77.1585447,vehicular
5611,2.23,3.26,4.22,1.44,14.83,136.93,1,25.06,88,3.02,19.645324,77.6345232,industrial
5612,6.99,8.77,6.99,0.62,18.61,291.6,1,28.53,76,3.1,26.9502929,75.730943,unknown
5613,24.85,28.35,13.72,0.94,10.39,611.86,2,30.01,70,4.03,28.628624,77.24106,vehicular
5614,17.09,19.12,2.1,0.96,57.84,193.28,2,28.06,80,2.99,22.5687319,88.2797276,industrial
5615,25.07,29.06,5.3,4.87,5.85,402.28,3,27.76,83,2.67,23.5404352,87.2892225,vehicular
5616,24.85,28.35,13.72,0.94,10.39,611.86,2,30.02,71,3.77,28.6245479,77.3577104,vehicular
5617,26.44,30.34,14.25,0.97,7.66,612.68,3,29.85,73,3.89,28.4088421,77.3099081,vehicular
5619,14.05,14.76,6.88,2.44,14.23,321.88,2,26.28,78,1.75,24.10897,82.64558,vehicular
5621,6.97,8.42,5.46,1.22,7.0,211.93,1,26.03,86,3.23,21.152875,79.0517531,industrial
5622,26.99,30.89,13.5,0.84,9.9,606.92,3,30.0,69,3.8,28.60909,77.0325413,vehicular
5623,1.68,3.19,4.57,3.15,17.32,115.55,1,24.39,85,3.57,17.460103,78.334361,industrial
5624,1.68,3.19,4.57,3.15,17.32,115.55,1,24.11,86,3.52,17.5316895,78.218939,industrial
5625,50.52,54.28,20.56,4.8,3.19,855.79,4,25.25,95,3.36,30.649961,76.331442,vehicular
5626,26.99,30.89,13.5,0.84,9.9,606.92,3,30.06,69,3.92,28.7500499,77.1112615,vehicular
5627,26.44,30.34,14.25,0.97,7.66,612.68,3,30.0,71,4.0,28.5512005,77.2735737,vehicular
5628,18.79,20.61,2.77,2.51,60.1,175.76,2,28.99,81,2.93,17.722682,83.308197,industrial
5630,26.99,30.89,13.5,0.84,9.9,606.92,3,30.02,69,4.09,28.6514781,77.1473105,vehicular
5631,16.25,32.08,2.02,0.88,21.1,118.72,2,27.39,87,3.5,23.002657,72.591912,agricultural
5632,5.29,5.72,7.75,0.73,10.01,227.62,1,25.98,88,1.36,23.10844,77.511428,unknown
5633,6.99,8.77,6.99,0.62,18.61,291.6,1,28.59,77,3.01,26.9164092,75.7994901,unknown
5634,26.44,30.34,14.25,0.97,7.66,612.68,3,29.96,70,4.1,28.5918245,77.2273074,vehicular
5635,9.45,11.79,6.96,0.57,19.72,342.45,1,28.66,77,2.96,26.902909,75.836858,unknown
5636,10.87,11.53,9.29,0.47,4.16,326.2,2,28.76,80,1.32,25.14389,75.821256,vehicular
5638,6.67,11.1,3.27,0.3,21.48,171.51,1,29.9,71,1.47,25.771061,73.340227,unknown
5639,28.27,32.58,14.39,0.92,7.6,608.58,3,29.83,70,4.12,28.5646102,77.1670103,vehicular
5641,24.85,28.35,13.72,0.94,10.39,611.86,2,29.88,69,4.09,28.6372688,77.2005604,vehicular
5642,3.92,5.01,4.2,1.84,18.71,119.33,1,24.69,86,4.83,19.8389439,75.244448,industrial
5644,5.08,7.94,3.96,1.01,13.03,149.21,1,22.02,84,5.49,12.990328,77.5431385,industrial
5645,1.68,3.19,4.57,3.15,17.32,115.55,1,24.37,85,3.48,17.5184,78.278777,industrial
5646,2.17,4.87,1.62,0.62,19.85,66.02,1,24.23,90,3.91,8.5149093,76.9435879,natural
5647,1.92,3.56,5.14,3.97,16.71,116.91,1,24.95,84,3.6,17.4559458,78.4332152,industrial
5648,14.37,16.08,8.15,1.54,8.78,383.53,2,26.57,86,2.24,26.6883049,88.412668,vehicular
