location_id,pm2_5,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed,latitude,longitude
3846,32.8,38.3,17.41,13.18,23.97,277.69,3,29.62,68,2.16,25.046503,121.507972
3847,2.64,6.26,1.54,0.87,39.51,83.0,1,28.01,82,1.63,22.755358,121.15044999999999
3848,32.96,40.64,18.08,7.25,36.06,319.29,3,28.22,77,2.1,24.740644,121.088903
3849,25.03,34.07,19.04,6.78,57.84,222.5,3,26.62,83,0.74,24.382942,120.758833
3850,29.67,37.08,27.53,10.19,38.62,299.63,3,28.12,84,0.66,23.756389,120.677306
3851,3.35,6.27,1.19,0.86,38.5,87.13,1,28.87,77,0.85,22.673081,120.48803299999999
3852,32.8,38.3,17.41,13.18,23.97,277.69,3,29.54,67,2.09,25.0632,121.513311
3853,3.12,5.91,1.0,0.76,38.53,85.79,1,28.94,78,2.27,22.605386,120.307564
3854,32.68,42.14,13.15,8.46,63.22,224.92,3,28.38,78,1.37,24.805619000000004,120.972075
3855,36.72,43.69,23.48,13.8,22.65,371.53,3,28.77,73,1.28,24.952786,121.203986
3856,1.28,2.74,7.57,2.2,45.6,129.69,1,22.35,61,3.73,52.498550000072555,7.317470000044418
3857,27.76,31.26,9.9,7.27,19.92,209.79,3,29.5,70,3.98,25.129167,121.760056
3858,16.81,20.74,7.94,4.42,51.54,167.79,2,29.14,74,1.72,23.048333,120.21833300000002
3859,3.12,5.91,1.0,0.76,38.53,85.79,1,28.86,78,1.95,22.627392,120.35808299999998
3860,3.12,5.91,1.0,0.76,38.53,85.79,1,28.95,77,1.89,22.733667,120.328289
3861,36.72,43.69,23.48,13.8,22.65,371.53,3,27.12,75,1.76,24.863869,121.21635
3862,36.44,45.19,18.63,15.12,49.61,277.88,3,30.34,68,1.37,25.03556747,121.08283092
3863,2.55,5.31,1.05,0.69,35.42,83.55,1,28.72,78,1.01,22.564136109999996,120.42531099999998
3864,10.2,15.73,1.74,1.71,58.23,99.8,2,27.75,85,4.33,24.432132999999997,118.312256
3866,3.12,5.91,1.0,0.76,38.53,85.79,1,28.95,78,2.32,22.674860999999996,120.292917
3867,18.07,23.8,10.72,5.07,60.21,174.91,2,29.04,81,2.42,23.753506,120.25182500000001
3868,11.08,15.96,0.94,1.5,72.66,115.38,2,27.78,86,3.71,23.569031,119.56615799999999
3869,18.07,23.8,10.72,5.07,60.21,174.91,2,29.04,81,2.49,23.717533,120.20284200000002
3870,32.8,38.3,17.41,13.18,23.97,277.69,3,29.66,68,1.75,25.1645,121.44923900000002
3871,36.72,43.69,23.48,13.8,22.65,371.53,3,28.78,70,1.64,24.994789,121.31996400000001
3872,19.7,24.04,20.01,6.3,32.61,255.91,2,25.47,90,0.47,23.045083,121.16193299999999
3873,23.8,32.42,13.71,6.07,63.88,188.68,2,28.79,84,0.53,24.225628,120.56879400000001
3874,16.81,20.74,7.94,4.42,51.54,167.79,2,29.11,74,1.35,23.115096999999995,120.297142
3875,20.47,27.63,18.87,6.99,50.6,220.1,2,29.03,82,1.76,23.925175,120.409653
3876,3.12,5.91,1.0,0.76,38.53,85.79,1,28.95,77,1.89,22.757506000000003,120.30568900000002
3878,37.84,45.33,25.71,19.71,28.34,351.9,3,28.47,69,1.62,25.07857,121.36570299999998
3879,25.03,34.07,19.04,6.78,57.84,222.5,3,27.88,81,0.52,24.256586,120.741711
3880,25.34,33.86,23.2,8.14,48.87,252.35,3,28.78,83,0.39,24.099611,120.677689
3881,3.12,5.91,1.0,0.76,38.53,85.79,1,27.65,78,2.53,22.632566999999998,120.288086
3882,37.84,45.33,25.71,19.71,28.34,351.9,3,30.3,72,1.23,25.060344,121.201811
3883,32.8,38.3,17.41,13.18,23.97,277.69,3,29.55,68,2.32,25.05,121.57861100000001
3884,32.8,38.3,17.41,13.18,23.97,277.69,3,29.56,68,2.17,25.012972,121.458667
3885,30.33,36.84,26.48,9.34,27.04,416.84,3,26.12,85,1.75,23.968842,120.96790299999999
3886,18.07,23.8,10.72,5.07,60.21,174.91,2,29.08,79,2.21,23.757547,120.348742
3887,3.12,5.91,1.0,0.76,38.53,85.79,1,28.87,77,1.94,22.689055999999997,120.332631
3888,27.28,33.24,19.39,8.27,48.23,254.47,3,28.91,77,1.42,23.462778,120.440833
3889,22.13,30.03,16.29,6.53,57.24,204.4,2,29.16,81,0.95,24.131672,120.469061
3890,2.42,5.07,0.91,0.61,35.49,82.69,1,28.94,78,1.82,22.565833,120.33773599999999
3891,30.23,35.38,16.2,9.31,20.79,287.93,3,29.81,69,2.26,24.977222,121.537778
3892,20.86,25.98,11.06,5.66,59.13,191.85,2,29.19,75,2.11,23.554839,120.34553099999998
3893,23.65,28.16,11.41,6.25,58.05,208.78,2,29.1,74,1.44,23.305633,120.31725000000002
3894,2.55,5.31,1.05,0.69,35.42,83.55,1,28.93,78,1.59,22.523108000000004,120.561175
3895,22.13,30.03,16.29,6.53,57.24,204.4,2,29.1,81,0.7,24.066,120.541519
3896,32.8,38.3,17.41,13.18,23.97,277.69,3,29.19,68,1.96,25.037972,121.4325
3897,25.34,33.86,23.2,8.14,48.87,252.35,3,27.89,82,0.35,24.162196999999995,120.61691700000002
3898,27.76,31.26,9.9,7.27,19.92,209.79,3,29.54,69,2.58,25.065669,121.6408
3899,19.73,22.88,9.14,3.11,18.09,211.76,2,29.45,77,0.77,24.747917,121.746394
3900,32.8,38.3,17.41,13.18,23.97,277.69,3,29.82,68,2.23,25.017,121.516306
3901,25.65,33.65,27.36,9.5,39.9,282.19,3,28.36,82,0.59,23.913,120.68530599999998
3903,29.18,32.84,20.22,6.47,10.56,529.23,3,27.99,91,1.25,23.971306,121.599769
3904,30.23,35.38,16.2,9.31,20.79,287.93,3,29.69,69,2.23,24.982528,121.451861
3905,12.46,16.2,7.35,3.54,41.35,148.67,2,28.22,80,1.12,22.883583,120.53054199999998
3906,23.87,30.44,19.13,7.63,49.41,237.29,2,28.98,78,1.16,23.711853,120.54499399999999
3907,30.32,39.23,14.77,6.42,55.49,246.22,3,28.58,78,1.18,24.696969,120.89857200000002
3908,20.86,25.98,11.06,5.66,59.13,191.85,2,29.13,76,2.12,23.465307999999997,120.24735
3909,19.73,22.88,9.14,3.11,18.09,211.76,2,29.37,79,1.77,24.632203,121.792928
3910,36.72,43.69,23.48,13.8,22.65,371.53,3,28.99,73,1.35,24.953278,121.22166700000001
3911,32.8,38.3,17.41,13.18,23.97,277.69,3,29.59,68,2.19,25.062361,121.526528
3912,32.8,38.3,17.41,13.18,23.97,277.69,3,29.79,68,1.97,25.06895,121.481028
3913,7.42,23.6,3.2,1.36,74.48,100.88,2,32.58,31,1.66,36.175379999884406,-5.480829999779934
3914,1.53,2.42,4.55,0.94,41.76,115.17,1,17.75,62,1.96,50.6604385373208,15.850090026701904
3915,1.29,2.02,5.15,0.36,28.73,115.38,1,22.71,65,3.62,51.746344,14.334550000000002
3916,1.89,2.94,0.62,0.15,69.76,99.13,2,20.84,59,5.71,49.02805700016036,2.7502780000005136
3917,0.65,1.24,1.35,0.03,43.83,82.47,1,27.03,31,4.74,42.0747199994658,-1.62694
3918,2.15,6.74,1.3,0.36,69.53,103.8,2,26.72,47,7.9,43.457222,4.426667
3919,4.39,5.83,4.45,0.1,13.96,131.33,1,15.12,77,2.32,47.360277999895345,13.639444000149386
3920,0.96,2.6,2.96,0.87,53.0,104.41,1,17.93,50,2.9,44.0883193867536,6.98917138818795
3921,1.31,4.22,1.69,0.8,66.36,101.29,2,24.36,36,7.7,43.8353015894571,5.78583314934565
3927,2.27,3.84,7.04,0.62,32.58,125.52,1,21.8,59,3.53,54.309674,10.116563
3928,15.63,25.82,3.87,0.71,89.39,149.06,2,34.29,25,1.8,38.93472222005507,-0.44138888032866364
3929,4.97,18.22,0.89,1.16,68.41,101.77,2,19.61,90,8.86,47.742485358103,-3.3948053239104
3930,1.11,1.83,1.97,0.28,52.86,103.62,1,22.42,62,4.64,51.290694464706185,4.293286429844849
3931,9.47,11.24,1.15,1.43,66.15,94.96,2,12.82,68,1.43,-32.772516452112,-71.535303287094
3932,8.33,8.73,1.02,0.61,67.41,121.28,2,25.31,46,4.43,55.28905,37.1077611
3933,6.07,12.38,1.09,0.86,60.96,100.62,2,19.3,80,6.91,48.34748569864203,-1.202224327889997
3934,5.89,7.06,7.47,1.3,51.61,133.51,1,19.29,72,0.99,46.65305555506412,14.26611111111111
3935,7.32,22.01,0.26,0.57,80.37,82.11,2,23.45,69,1.66,33.674543,-117.925587
3937,1.69,2.71,1.64,0.33,64.17,101.22,2,21.91,60,5.43,50.6408018273658,3.07477152078998
3938,2.39,7.38,0.99,0.52,76.96,92.19,2,32.68,19,5.64,38.88758599984608,-7.0113889996985295
3939,1.5,1.79,0.87,0.17,66.34,96.86,2,20.32,64,7.87,49.918006999865405,1.0739720003033286
3940,11.64,15.82,1.61,0.53,128.25,105.47,3,18.71,39,2.61,36.0494,-117.9439
3941,8.8,10.76,4.42,1.29,61.42,128.91,2,29.89,23,2.48,40.54655454332152,34.96729904456213
3942,1.58,5.32,0.67,0.43,76.03,99.79,2,25.67,35,5.96,43.52404453793,5.44957577219403
3943,1.79,2.13,0.76,0.11,67.15,97.01,2,21.17,59,6.87,49.442460000000004,1.093694
3944,8.08,9.11,1.57,1.14,61.88,121.18,2,26.78,47,3.37,48.106943999772746,20.790005999918233
3945,4.39,4.53,1.09,0.24,49.96,124.99,1,21.48,89,3.27,47.49194400023793,19.087781000058193
3946,4.07,4.18,1.62,0.26,43.13,123.01,1,18.75,83,2.02,46.07111100016818,18.225286000163695
3947,2.12,2.16,1.92,0.12,51.44,129.6,1,20.26,73,0.94,47.091111000108405,17.901122000285064
3948,0.85,0.87,1.88,0.18,58.07,118.9,1,22.08,83,0.54,47.676111000033536,17.649736000397873
3949,0.85,1.05,2.65,0.18,40.13,114.33,1,22.3,75,2.54,47.67194400016462,16.838893999982847
3950,7.56,8.36,1.31,1.41,63.25,118.88,2,26.2,48,2.54,48.24722199996222,20.616402999560567
3951,7.56,8.36,1.31,1.41,63.25,118.88,2,26.57,47,3.03,48.21805599992679,20.70305799978792
3952,1.57,1.63,2.17,0.14,47.95,122.39,1,20.51,68,0.34,47.1052780001576,17.556667000295818
3953,7.34,7.54,1.28,0.22,50.87,120.89,1,20.62,76,7.24,46.96666700001057,19.54999999992366
3954,9.07,10.42,0.94,1.12,74.45,117.47,2,28.24,41,3.95,48.473889000224624,21.211677999722568
3955,8.82,9.13,1.55,0.5,51.25,120.66,1,20.82,69,6.55,46.26661399989855,20.15305300009114
3956,4.36,4.48,0.99,0.16,43.6,122.75,1,21.06,87,4.68,47.30666700005354,18.92000300029457
3957,2.82,2.88,1.41,0.15,50.95,129.25,1,21.15,87,2.37,47.557222000067455,18.420835999942486
3958,3.06,3.13,1.36,0.15,48.86,131.23,1,21.64,88,2.88,47.78999999990577,18.74612200010256
3959,0.85,0.87,1.88,0.18,58.07,118.9,1,22.08,83,0.54,47.68527800000957,17.639444000391087
3960,4.39,4.53,1.09,0.24,49.96,124.99,1,21.43,87,4.93,47.43083299988452,19.184175000098374
3961,11.73,13.88,1.44,1.16,71.1,124.79,2,27.98,34,1.34,47.5133330000319,21.624444000290516
3962,4.39,4.53,1.09,0.24,49.96,124.99,1,21.58,89,3.87,47.54194400001803,19.146121999947066
3963,3.9,4.01,1.13,0.19,47.22,126.19,1,20.56,91,2.68,47.5619440001522,18.9600080000324
3964,4.39,4.53,1.09,0.24,49.96,124.99,1,20.81,89,2.95,47.508056000192234,19.02806699981771
3965,4.62,4.71,1.12,0.11,43.17,125.1,1,20.64,82,1.6,46.97611099972465,18.93611400014931
3966,11.53,14.35,1.7,0.71,55.62,122.4,2,28.03,44,3.39,47.96111099974752,21.70583899981334
3967,1.62,2.25,4.21,0.2,29.98,117.16,1,21.6,72,2.6,47.69194399989986,16.575008000409312
3968,4.07,4.18,1.62,0.26,43.13,123.01,1,18.75,83,2.02,46.080278000038724,18.211121999872606
3969,1.86,5.34,0.6,0.23,76.43,90.82,2,33.13,18,5.6,38.907500000086834,-6.33805999984535
3970,1.03,1.36,3.49,0.28,31.51,106.07,1,16.28,76,2.73,48.947610999847484,13.420572999874633
3972,1.18,1.89,4.44,0.23,25.13,110.77,1,21.14,59,2.66,49.73244857793753,13.402280807865045
3973,1.4,4.78,0.47,0.34,75.24,97.06,2,22.4,58,5.95,41.964411839407,8.8202792970315
3974,0.75,1.12,1.17,0.13,49.27,99.39,1,22.42,57,5.47,51.120384137996666,5.0215459774073725
3975,1.27,4.7,0.43,0.42,73.77,95.52,2,22.95,51,3.48,42.236026999681435,9.19002799967727
3976,1.34,4.84,0.53,0.41,65.36,95.24,2,24.02,56,5.87,42.67133300009118,9.434639000014734
3977,1.52,7.88,0.06,0.13,77.37,73.3,2,21.25,76,5.72,-21.312895000039077,55.474193999575355
3978,1.7,8.8,0.07,0.15,75.82,72.67,2,21.38,79,1.58,-21.032138999678,55.23256300029283
3979,1.62,8.29,0.06,0.14,76.53,73.17,2,20.45,81,4.84,-20.90329400033459,55.46833399971952
3980,1.7,8.67,0.07,0.15,75.64,72.65,2,21.48,81,2.0,-20.998576999937065,55.280619999672524
3982,1.7,8.8,0.07,0.15,75.82,72.67,2,21.53,81,1.82,-21.009739859322,55.2727106111753
3985,1.73,5.66,0.56,0.38,78.9,100.54,2,26.62,44,8.46,43.348052932201504,5.360651542219041
3986,8.64,18.7,2.43,2.23,105.81,108.29,3,29.14,46,4.73,37.60329999973348,-0.9132999996272283
3987,1.62,8.29,0.06,0.14,76.53,73.17,2,21.46,80,5.26,-20.88989300037236,55.46884000005781
3988,1.62,8.29,0.06,0.14,76.53,73.17,2,21.47,80,5.27,-20.8847369878067,55.4538109724538
3989,1.44,7.47,0.05,0.13,78.13,73.74,2,14.1,81,4.76,-21.294330000278702,55.62793000014492
3990,1.52,7.88,0.06,0.13,77.37,73.3,2,11.12,82,3.61,-21.204814999614452,55.58262000039505
3991,1.66,3.21,0.77,0.13,62.3,95.76,2,20.9,60,6.04,47.9979271894844,2.71951477537923
3992,2.22,3.76,0.67,0.16,66.84,100.17,2,20.62,64,5.92,47.958972999903224,2.0092779998012285
3994,1.34,4.84,0.53,0.41,65.36,95.24,2,22.72,56,7.25,42.697917999793766,9.446417000351035
3995,0.94,1.03,0.1,0.04,19.79,93.35,1,28.74,70,4.65,4.937846700122823,-52.32092999972591
3998,1.31,4.51,0.33,0.3,76.74,96.3,2,22.43,59,6.71,41.949222999999996,8.757583
3999,2.3,2.81,0.66,0.14,69.04,98.6,2,20.41,63,6.19,48.760886999768296,1.2336389999755368
4000,2.26,3.27,0.69,0.17,67.71,96.61,2,20.88,68,6.04,47.344140000006476,0.6537780004325854
4001,1.75,2.98,0.87,0.12,52.69,95.56,1,20.07,63,5.6,46.9429682344805,2.00326104989222
4002,2.44,3.91,0.61,0.17,68.42,102.06,2,20.83,64,5.75,47.9173751802827,1.96625944333933
4003,2.09,3.36,0.87,0.14,56.51,99.35,1,19.57,64,5.62,46.86452999986956,1.7719440000521351
4004,1.99,3.17,0.92,0.13,53.43,98.85,1,19.8,63,5.76,46.798280000207406,1.6931389998002828
4005,2.36,3.66,0.78,0.17,61.63,100.74,2,20.23,66,6.7,47.17016599999843,1.4096940004102336
4006,2.3,2.81,0.66,0.14,69.04,98.6,2,20.29,64,6.54,48.7314125600919,1.36388514642015
4007,2.4,3.44,0.59,0.16,70.17,102.86,2,20.21,65,7.19,48.39114000007974,1.9556109999126432
4008,2.2,3.08,0.63,0.17,68.92,95.63,2,20.9,69,5.69,47.41908299971269,0.6829439998174496
4009,2.44,3.91,0.61,0.17,68.42,102.06,2,20.85,65,5.3,47.837750000293376,1.9446669999776955
4010,2.26,3.27,0.69,0.17,67.71,96.61,2,21.15,69,5.81,47.39463799986039,0.7048609999996622
4011,2.39,3.04,0.62,0.15,69.91,100.19,2,20.05,66,6.26,48.444416000256105,1.5101389999365489
4012,2.2,3.08,0.63,0.17,68.92,95.63,2,20.96,69,5.5,47.4694515368151,0.716943631625222
4013,1.3,4.98,0.35,0.45,74.37,96.31,2,25.59,55,2.74,42.53583000010848,9.475971999898327
4014,2.44,3.91,0.61,0.17,68.42,102.06,2,20.77,65,5.86,47.90708000006069,1.901138999935022
4015,2.39,3.04,0.62,0.15,69.91,100.19,2,20.11,67,6.18,48.43928587629702,1.4687724389939412
4016,1.43,2.53,0.79,0.1,53.7,92.1,1,19.98,62,5.88,47.08278000000045,2.405332999566499
4017,1.43,2.53,0.79,0.1,53.7,92.1,1,19.98,62,5.88,47.07504299984002,2.407182999944083
4018,2.61,3.84,0.66,0.18,67.15,101.05,2,20.35,69,6.37,47.5945165359368,1.30173969506476
4019,1.39,2.42,0.68,0.08,50.81,90.51,1,20.18,60,5.67,46.8148188300394,2.61008200746779
4020,0.89,2.59,0.51,0.26,24.24,107.51,1,31.02,65,4.41,16.256102565157,-61.5902925098026
4021,1.65,6.05,0.82,0.46,27.11,107.46,1,28.87,70,3.17,14.7549926623185,-61.1788641096759
4022,1.65,6.05,0.82,0.46,27.11,107.46,1,30.08,70,4.74,14.6061349483266,-61.0652272262348
4023,1.68,6.56,0.72,0.42,26.02,106.62,1,29.42,73,4.93,14.678024999592207,-60.93905599961567
4025,1.65,6.05,0.82,0.46,27.11,107.46,1,30.08,70,4.74,14.61384399989988,-61.06349000035795
4026,1.65,6.05,0.82,0.46,27.11,107.46,1,30.08,71,4.87,14.610653000389343,-61.00258600006398
4027,1.65,6.05,0.82,0.46,27.11,107.46,1,30.08,70,4.74,14.614111000419951,-61.05308000035039
4030,0.89,2.59,0.51,0.26,24.24,107.51,1,30.45,67,4.75,16.2506693657737,-61.5279494290847
4032,7.29,14.68,3.02,1.53,58.75,100.52,1,17.74,87,3.81,42.720559999464705,-8.92361
4034,3.62,4.62,1.11,0.42,64.73,94.46,2,20.58,67,7.41,49.117192768241,-0.169665706026938
4035,5.95,18.85,0.9,1.19,64.21,102.3,2,20.04,91,9.24,47.648889066211,-2.76389155041474
4036,6.47,15.62,1.06,1.08,61.91,102.76,2,20.27,89,9.15,48.10751000025733,-1.6798399998726847
4037,5.29,13.12,0.78,0.7,59.19,102.64,1,20.22,83,9.93,48.654741414049035,-1.9961374096891475
4038,6.47,15.62,1.06,1.08,61.91,102.76,2,20.27,89,9.15,48.1108129462492,-1.68282300489394
4039,2.07,3.06,0.61,0.14,70.54,100.61,2,21.01,59,3.76,48.891665999897555,2.346666999987613
4040,2.27,2.69,1.07,0.29,64.09,93.58,2,19.88,70,5.34,49.50390600015086,0.17573099967128167
4041,2.0,3.19,0.6,0.15,70.79,99.9,2,21.04,59,3.78,48.83861500018727,2.4127809998590957
4042,0.79,1.42,0.59,0.38,62.1,92.21,2,25.72,64,3.18,43.401500000242656,-5.802800000222711
4043,1.74,3.03,0.64,0.14,66.33,97.32,2,20.9,59,5.12,48.52805700012826,2.6536110001488558
4044,8.86,24.34,0.31,0.68,113.3,105.39,3,27.55,49,2.6,39.6330999994723,2.63044
4045,1.05,1.98,0.7,0.29,61.47,90.37,2,26.98,60,3.7,43.25610000031114,-5.775900000243724
4046,1.09,2.22,0.71,0.26,62.16,90.9,2,26.32,64,3.09,43.35829999977941,-5.866400000092885
4047,0.77,1.28,0.65,0.44,60.18,91.38,2,24.57,65,1.68,43.52290000001173,-5.689500000284497
4048,0.79,1.42,0.59,0.38,62.1,92.21,2,26.02,61,2.72,43.55890000011563,-5.927500000205454
4049,1.09,2.22,0.71,0.26,62.16,90.9,2,27.39,63,2.75,43.345699999908184,-5.969700000102361
4050,6.68,19.05,0.23,0.53,114.22,98.9,3,27.52,59,4.74,39.89091699995655,4.252972000017515
4051,6.68,19.05,0.23,0.53,114.22,98.9,3,27.11,61,4.92,39.8748899994715,4.25862
4052,0.77,1.28,0.65,0.44,60.18,91.38,2,24.26,66,1.44,43.538800000130216,-5.698900000163612
4053,2.07,3.06,0.61,0.14,70.54,100.61,2,21.15,59,3.82,48.90221999982184,2.390832999714743
4054,1.05,1.98,0.7,0.29,61.47,90.37,2,26.43,61,3.58,43.306699999682195,-5.689700000301038
4055,0.77,1.28,0.65,0.44,60.18,91.38,2,24.57,65,1.68,43.516599999790635,-5.67069999962795
4056,0.79,1.42,0.59,0.38,62.1,92.21,2,25.93,64,2.63,43.57920000015704,-5.927300000188912
4057,0.79,1.42,0.59,0.38,62.1,92.21,2,26.02,61,2.72,43.5502999998922,-5.898899999636708
4058,2.0,3.19,0.6,0.15,70.79,99.9,2,21.05,56,4.36,48.99083000013072,2.4447220002594934
4059,8.85,25.25,0.31,0.83,121.6,104.59,3,29.2,43,1.36,39.7899499994717,3.07413
4060,2.07,3.06,0.61,0.14,70.54,100.61,2,21.22,60,3.97,48.830386999745706,2.2698889996653513
4061,8.85,25.25,0.31,0.83,121.6,104.59,3,29.65,39,0.54,39.7473099994719,3.01488
4062,0.79,1.42,0.59,0.38,62.1,92.21,2,22.71,60,2.92,43.5704999997927,-5.958300000057834
4063,2.07,3.06,0.61,0.14,70.54,100.61,2,21.2,58,3.86,48.92527799982875,2.356666999916352
4064,1.05,1.98,0.7,0.29,61.47,90.37,2,26.43,61,3.58,43.29410000020013,-5.6795999999148705
4065,1.8,4.34,1.61,0.16,55.52,89.68,1,25.79,52,4.38,43.178799999723445,-6.552699999810602
4066,2.0,3.19,0.6,0.15,70.79,99.9,2,21.11,58,4.11,48.9025040001429,2.452500000264972
4067,2.07,3.06,0.61,0.14,70.54,100.61,2,20.99,61,3.83,48.82777799979369,2.327499999808262
4068,1.52,2.53,0.68,0.14,64.28,95.79,2,21.22,59,6.16,48.8055412818308,3.08444637639995
4069,2.07,3.06,0.61,0.14,70.54,100.61,2,20.93,59,3.8,48.86888999991671,2.3119439997973035
4070,2.07,3.06,0.61,0.14,70.54,100.61,2,21.01,59,3.76,48.873333000004415,2.3302780002985286
4071,2.12,2.78,0.63,0.13,70.36,101.13,2,20.7,60,4.38,49.046390000083385,2.0430560001604183
4072,8.32,20.98,0.35,0.54,106.0,108.29,3,27.8,61,3.36,38.9064799994749,1.43537
4073,0.77,1.28,0.65,0.44,60.18,91.38,2,24.68,65,1.59,43.5377709994638,-5.646307
4074,1.04,2.0,3.58,1.14,46.41,105.64,1,22.22,47,2.34,44.54864999982684,6.067237000340383
4075,2.07,3.06,0.61,0.14,70.54,100.61,2,21.09,61,3.77,48.8913880002415,2.2405559998759084
4076,1.01,1.73,0.7,0.33,60.78,89.85,2,26.19,60,3.58,43.27570000018377,-5.596000000187218
4077,2.0,3.19,0.6,0.15,70.79,99.9,2,20.92,59,4.0,48.8405569997725,2.484444000140104
4078,6.55,17.16,1.09,1.21,62.91,102.72,2,20.46,86,8.93,47.8319337214448,-1.8363271206442848
4079,1.94,3.23,0.6,0.15,69.61,99.24,2,20.74,60,5.34,48.62721999986759,2.429167000073446
4080,0.77,1.28,0.65,0.44,60.18,91.38,2,24.68,65,1.59,43.5351849994638,-5.658337
4081,1.04,2.0,3.58,1.14,46.41,105.64,1,22.22,47,2.34,44.55519500016715,6.073015000180452
4082,2.07,3.06,0.61,0.14,70.54,100.61,2,20.97,59,3.67,48.95138999983726,2.223610999619816
4084,2.06,3.16,0.61,0.15,69.92,100.38,2,20.69,60,3.98,48.775898000042204,2.37578800006495
4085,1.5,6.8,1.66,0.99,64.33,100.17,2,26.74,56,3.38,43.68928999986466,7.242074000294596
4086,2.07,3.06,0.61,0.14,70.54,100.61,2,21.15,59,3.82,48.903899999756625,2.384700000047436
4087,1.5,6.8,1.66,0.99,64.33,100.17,2,27.48,56,3.38,43.702076000066626,7.286255999915251
4088,2.07,3.06,0.61,0.14,70.54,100.61,2,21.2,59,3.75,48.92971999976044,2.2947220004300926
4089,1.09,2.22,0.71,0.26,62.16,90.9,2,25.88,64,3.23,43.36650000027191,-5.8330000000254705
4091,2.17,7.21,1.31,0.39,68.43,103.94,2,27.21,34,6.07,43.6755544389705,4.62861441719004
4092,2.03,3.37,0.64,0.15,67.95,99.52,2,20.47,62,7.07,48.3641660000587,2.2369439998826035
4093,2.07,3.06,0.61,0.14,70.54,100.61,2,21.1,59,3.77,48.852779999795274,2.3605559999190917
4094,2.07,3.06,0.61,0.14,70.54,100.61,2,21.16,61,3.8,48.83722300009815,2.39389999991001
4095,1.79,5.82,1.15,0.37,68.03,103.02,2,26.79,31,5.21,43.9497553662994,4.80507947160248
4096,2.0,3.19,0.6,0.15,70.79,99.9,2,21.04,59,3.78,48.8379529715682,2.40805988322215
4097,1.58,5.32,0.67,0.43,76.03,99.79,2,25.76,33,5.96,43.5302972250095,5.44138313680286
4098,6.47,15.62,1.06,1.08,61.91,102.76,2,20.27,89,9.15,48.1086536280958,-1.66576399764851
4099,2.07,3.06,0.61,0.14,70.54,100.61,2,21.2,58,3.86,48.93722000025856,2.3616670003298794
4100,2.16,2.6,0.65,0.12,69.55,101.42,2,20.23,61,5.6,49.063087000119914,1.8663809995846123
4101,2.88,11.48,0.54,0.79,84.24,98.93,2,18.22,99,10.48,48.3996394541087,-4.46723207639797
4102,2.3,3.01,0.61,0.14,70.54,102.65,2,19.99,66,6.87,48.63372999989348,1.8305290003384824
4103,8.97,24.94,0.28,0.7,114.95,105.71,3,28.06,50,4.04,39.570079999472505,2.65583
4104,3.52,14.45,0.73,0.98,79.65,101.03,2,19.05,94,7.68,47.9961238147632,-4.09972231051183
4105,1.31,4.22,1.69,0.8,66.36,101.29,2,22.4,36,6.96,43.9335199525261,5.71170417210011
4106,2.0,6.92,0.97,0.46,71.47,101.93,2,26.91,34,4.76,43.6389642135529,5.09999637937892
4107,1.73,5.66,0.56,0.38,78.9,100.54,2,26.44,44,11.01,43.2763488363056,5.3976711150776
4108,1.19,4.12,0.3,0.24,80.07,97.7,2,25.75,47,10.16,43.1197053027864,6.1318013147186
4109,2.08,2.97,0.62,0.14,71.17,100.84,2,20.41,58,4.16,49.100276999827166,2.343889000395661
4110,1.73,5.66,0.56,0.38,78.9,100.54,2,26.86,42,10.2,43.3060996358468,5.3957936361337895
4111,2.07,3.06,0.61,0.14,70.54,100.61,2,21.01,61,3.8,48.85719999977259,2.2932999996746815
4112,1.71,3.09,0.68,0.14,64.99,96.8,2,20.5,60,5.11,48.354700000193844,2.6453000000409044
4113,1.79,5.82,1.15,0.37,68.03,103.02,2,26.74,32,5.48,43.9370778926249,4.82493223938152
4114,2.76,3.3,1.09,0.32,64.99,93.79,2,20.19,66,5.11,49.347999999977596,0.10925299975172797
4115,2.07,3.06,0.61,0.14,70.54,100.61,2,21.14,60,3.82,48.8174999994681,2.395
4116,2.07,3.06,0.61,0.14,70.54,100.61,2,21.26,61,3.77,48.85638799991912,2.3352779998137407
4117,1.81,2.42,5.68,0.32,17.0,98.87,1,20.41,66,4.03,47.35128799974765,6.359721999759437
4118,1.58,5.32,0.67,0.43,76.03,99.79,2,25.35,34,6.06,43.453461514164,5.4671019033872
4120,1.94,3.23,0.6,0.15,69.61,99.24,2,21.08,60,4.32,48.706699999881124,2.4572000002045304
4121,1.84,2.97,0.63,0.15,68.62,98.52,2,20.82,59,5.07,48.8402800002083,2.6352780003708567
4122,1.78,6.01,0.73,0.44,75.43,100.71,2,27.21,37,7.13,43.419737671276444,5.212779863300123
4123,2.0,3.19,0.6,0.15,70.79,99.9,2,21.02,59,4.11,48.81638700018852,2.517500000250933
4124,2.07,3.06,0.61,0.14,70.54,100.61,2,21.16,61,3.8,48.82861000023597,2.3602780000847456
4125,2.08,2.47,1.0,0.24,64.74,93.77,2,19.68,67,5.08,49.5289242164163,0.35873322556029
4126,1.79,2.13,0.76,0.11,67.15,97.01,2,20.44,59,6.92,49.40619000028539,1.1551500000911794
4127,1.74,3.03,0.64,0.14,66.33,97.32,2,20.74,58,5.1,48.5413900000572,2.661389000154335
